SIGLA,RAMO,Créditos,CICLO,CRR,CÓDIGO BANNER,BLOQUE ACADÉMICO,TRACK/ÁREA,N° VERSIONES,RESOLUCIÓN ÚLTIMA,VERSIÓN,PERIODO DE VIGENCIA,SUB-ÁREA,TIPO CURSO,TIPO OPTATIVIDAD,Alumnos del programa 2012,Alumnos que aprobaron el curso 2012,Alumnos que falta por aprobar 2012,Alumnos del programa 2013,Alumnos que aprobaron el curso 2013,Alumnos que falta por aprobar 2013,Alumnos del programa 2014,Alumnos que aprobaron el curso 2014,Alumnos que falta por aprobar 2014,Alumnos del programa 2015,Alumnos que aprobaron el curso 2015,Alumnos que falta por aprobar 2015,Alumnos del programa 2016,Alumnos que aprobaron el curso 2016,Alumnos que falta por aprobar 2016,Alumnos del programa 2017,Alumnos que aprobaron el curso 2017,Alumnos que falta por aprobar 2017,Alumnos del programa 2018,Alumnos que aprobaron el curso 2018,Alumnos que falta por aprobar 2018,201520,201522,201620,201622,201720,201722,201820,201822,201520,201522,201620,201622,201720,201722,201820,201822,SEMESTRE
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,5,1,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,13,5,8,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N194,Minor de Profundidad Articulación Ingeniería de Transporte - Área 4: Profundización en Ingeniería de Transporte,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,11,0,11,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,16,0,16,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N194,Minor de Profundidad Articulación Ingeniería de Transporte - Área 4: Profundización en Ingeniería de Transporte,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,11,1,10,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,16,1,15,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N194,Minor de Profundidad Articulación Ingeniería de Transporte - Área 4: Profundización en Ingeniería de Transporte,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,11,3,8,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,16,3,13,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N194,Minor de Profundidad Articulación Ingeniería de Transporte - Área 4: Profundización en Ingeniería de Transporte,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,11,2,9,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,16,2,14,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N194,Minor de Profundidad Articulación Ingeniería de Transporte - Área 4: Profundización en Ingeniería de Transporte,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,11,6,5,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,16,9,7,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N118,Minor de Profundidad en Bioingeniería-Área Procesos,Área 1: Procesos,3,156/2016,Vs.01,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2433,Minería de Datos,10,1,CRR2013,N175,Minor de Profundidad en Bioingeniería - Área Procesos,Área 1: Procesos,3,156/2016,Vs.02,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,1,0,1,12,2,10,7,0,7,13,0,13,0,0,0,0,0,0,33,2,31,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2233,Programación Avanzada,10,1,CRR2013,N208,Minor de Profundidad en Bioingeniería - Área Bioinformática,Área 5: Bioinformática,3,156/2016,Vs.02,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N208,Minor de Profundidad en Bioingeniería - Área Bioinformática,Área 5: Bioinformática,3,156/2016,Vs.02,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N208,Minor de Profundidad en Bioingeniería - Área Bioinformática,Área 5: Bioinformática,3,156/2016,Vs.02,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2613,Inteligencia Artificial,10,1,CRR2013,N208,Minor de Profundidad en Bioingeniería - Área Bioinformática,Área 5: Bioinformática,3,156/2016,Vs.02,201320,No aplica,Optativo,Elegir 40 de una de las áreas de lista 1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N236,Minor de Profundidad en Bioingeniería - Area Procesos,Área 1: Procesos,3,153/2017,Vs.03,201820,No aplica,Optativo,Elegir 20 entre lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,7
IIC2233,Programación Avanzada,10,1,CRR2013,N240,Minor de Profundidad en Bioingeniería - Area Bioinformática,Área 5: Bioinformática,3,153/2017,Vs.03,201820,No aplica,Mínimo,No aplica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N240,Minor de Profundidad en Bioingeniería - Area Bioinformática,Área 5: Bioinformática,3,153/2017,Vs.03,201820,No aplica,Mínimo,No aplica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N240,Minor de Profundidad en Bioingeniería - Area Bioinformática,Área 5: Bioinformática,3,153/2017,Vs.03,201820,No aplica,Optativo,Elegir 20 entre lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,8-Jun
IIC2613,Inteligencia Artificial,10,1,CRR2013,N240,Minor de Profundidad en Bioingeniería - Area Bioinformática,Área 5: Bioinformática,3,153/2017,Vs.03,201820,No aplica,Optativo,Elegir 20 entre lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,8-Jun
IIC1253,Matemáticas Discretas,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,"(Optativo entre IIC2213 y MAT2415), Elegir 20 cr de un Track distinto al escogido en Major de Lista 1",4,2,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,1,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,2,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC3242,Complejidad Computacional,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,2,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,11,0,8,0,7,0,0,0,1,0,1,0,1,0,7
IIC3263,Teoría de Modelos Finitos,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,5,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,8-Jun
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N116,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 1: Modelamiento Determinístico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,"(Optativo entre IIC2213 y MAT2415), Elegir 20 cr de un Track distinto al escogido en Major de Lista 1",5,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,2,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC3242,Complejidad Computacional,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,2,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,11,0,8,0,7,0,0,0,1,0,1,0,1,0,7
IIC3263,Teoría de Modelos Finitos,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,1,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,5,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,8-Jun
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N115,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 2: Modelamiento Estocástico,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un Track distinto al cursado en Major de Lista 1,5,0,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,"(Optativo entre IIC2213 y MAT2415), Elegir 20 del mismo Track cursado en Major de Lista 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC3242,Complejidad Computacional,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,7,0,0,0,1,0,1,0,1,0,7
IIC3263,Teoría de Modelos Finitos,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,8-Jun
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N687,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,160/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,1,1,4,0,4,1,0,1,0,0,0,0,0,0,7,1,6,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,1,1,4,0,4,1,0,1,0,0,0,0,0,0,7,1,6,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,1,1,4,0,4,1,0,1,0,0,0,0,0,0,7,1,6,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,0,2,4,0,4,1,0,1,0,0,0,0,0,0,7,0,7,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2413,Bases de Datos,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,0,2,4,0,4,1,0,1,0,0,0,0,0,0,7,0,7,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N180,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,2,1,1,4,0,4,1,0,1,0,0,0,0,0,0,7,1,6,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
