SIGLA,RAMO,Créditos,CICLO,CRR,CÓDIGO BANNER,BLOQUE ACADÉMICO,TRACK/ÁREA,N° VERSIONES,RESOLUCIÓN ÚLTIMA,VERSIÓN,PERIODO DE VIGENCIA,SUB-ÁREA,TIPO CURSO,TIPO OPTATIVIDAD,Alumnos del programa 2012,Alumnos que aprobaron el curso 2012,Alumnos que falta por aprobar 2012,Alumnos del programa 2013,Alumnos que aprobaron el curso 2013,Alumnos que falta por aprobar 2013,Alumnos del programa 2014,Alumnos que aprobaron el curso 2014,Alumnos que falta por aprobar 2014,Alumnos del programa 2015,Alumnos que aprobaron el curso 2015,Alumnos que falta por aprobar 2015,Alumnos del programa 2016,Alumnos que aprobaron el curso 2016,Alumnos que falta por aprobar 2016,Alumnos del programa 2017,Alumnos que aprobaron el curso 2017,Alumnos que falta por aprobar 2017,Alumnos del programa 2018,Alumnos que aprobaron el curso 2018,Alumnos que falta por aprobar 2018,201520,201522,201620,201622,201720,201722,201820,201822,201520,201522,201620,201622,201720,201722,201820,201822,SEMESTRE
IIC2233,Programación Avanzada,10,2,CRR2013,40092,"Ingeniero Civil de Industrias, Diploma Ingeniería de Transporte",Título - Área Ciencias de la Computación,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,38,5,33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,5,35,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC3794,Recostrucción y Restauración de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3794 y IIC3794), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
IIC2685,Robótica Móvil ,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización",Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6,6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,12,0,13,0,7,0,0,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Instrumentación Astronómica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40094,"Ingeniero Civil de Industrias, Diploma Ingeniería Matemática",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Fundamentos de Ingeniería,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC2233,Programación Avanzada,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2133,Estructuras de Datos y Algoritmos,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,
IIC2143,Ingeniería de Software,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,
IIC2343,Arquitectura de Computadores,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,
IIC2333,Sistemas Operativos y Redes,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,50,49,40,41,80,58,77,53,1,1,1,1,1,1,1,1,
IIC2413,Bases de Datos,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,
IIC2713,Sistemas de Información,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,80,90,115,171,191,206,180,190,2,1,2,2,3,3,2,2,
IIC2173,Arquitectura de Sistemas de Software,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,21,0,21,0,27,0,60,0,1,0,1,0,1,0,1,
IIC2113,Diseño Detallado de Software,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,26,0,20,0,27,0,71,0,1,0,1,0,1,0,1,
IIC3113,Gestión de Proyectos de Tecnologías de Información,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,34,27,41,51,45,28,50,61,1,1,1,1,1,1,1,1,
IIC2154,Proyecto de Especialidad ,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,19,27,45,49,52,43,65,55,1,1,1,1,1,1,1,1,
IIC3143,Desarrollo de Software,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,14,0,31,0,21,0,45,0,1,0,1,0,1,0,1,0,
IIC3745,Testing,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,18,0,29,0,28,0,54,0,1,0,1,0,1,0,1,
IIC2513,Tecnologías y Aplicaciones Web,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,27,26,35,22,47,38,67,65,1,1,1,1,1,1,1,1,
IIC3513,Tecnologías y Aplicaciones Web ,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Fundamentos de Ingeniería,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC2233,Programación Avanzada,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2133,Estructuras de Datos y Algoritmos,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,
IIC2143,Ingeniería de Software,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,
IIC2343,Arquitectura de Computadores,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,13,2,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,
IIC2333,Sistemas Operativos y Redes,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,50,49,40,41,80,58,77,53,1,1,1,1,1,1,1,1,
IIC2413,Bases de Datos,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,
IIC2713,Sistemas de Información,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,14,1,80,90,115,171,191,206,180,190,2,1,2,2,3,3,2,2,
IIC2733,Modelos de Procesos,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,13,2,27,17,22,0,31,18,40,39,1,1,1,0,1,1,1,1,
IIC2763,Adopción de Tecnologías de Información,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,14,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IIC2764,"Conocimiento, Cultura y Tecnología ",10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,14,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,13,2,0,43,0,34,0,49,0,86,0,1,0,1,0,1,0,1,
IIC3113,Gestión de Proyectos de Tecnologías de Información,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,12,3,34,27,41,51,45,28,50,61,1,1,1,1,1,1,1,1,
IIC2154,Proyecto de Especialidad ,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,14,1,19,27,45,49,52,43,65,55,1,1,1,1,1,1,1,1,
IIC3743,Estrategias y Tecnologías de Información,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,14,1,0,34,0,49,0,37,0,50,0,1,0,1,0,1,0,1,
IIC3703,Gestión de Operaciones TI,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,12,3,36,0,44,0,32,0,32,0,1,0,1,0,1,0,1,0,
IIC3103,Taller de Integración,10,2,CRR2013,40095,"Ingeniero Civil de Industrias, Diploma Ingeniería en Tecnologías de Información",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,14,12,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,13,2,41,0,49,0,39,0,43,0,1,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC3794,Recostrucción y Restauración de Imágenes,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3794 y IIC3794), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
IIC2685,Robótica Móvil ,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización",Elegir 40 de una de las áreas de las lista coherentes entre Lista 7,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,12,0,13,0,7,0,0,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40005,Ingeniero Civil Electricista,Título - Área Instrumentación Astronómica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las lista coherentes entre Lista 7",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Fundamentos de Ingeniería,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC2133,Estructuras de Datos y Algoritmos,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,
IIC2143,Ingeniería de Software,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,
IIC2154,Proyecto de Especialidad ,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,19,27,45,49,52,43,65,55,1,1,1,1,1,1,1,1,
IIC2213,Lógica para Ciencias de la Computación,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,
IIC2233,Programación Avanzada,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2283,Diseño y Análisis de Algoritmos,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,
IIC2333,Sistemas Operativos y Redes,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,50,49,40,41,80,58,77,53,1,1,1,1,1,1,1,1,
IIC2343,Arquitectura de Computadores,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,
IIC2413,Bases de Datos,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,
IIC2513,Tecnologías y Aplicaciones Web,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,27,26,35,22,47,38,67,65,1,1,1,1,1,1,1,1,
IIC3513,Tecnologías y Aplicaciones Web ,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IIC3582,Tecnología y Aplicaciones del Www ,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IIC2523,Sistemas Distribuidos,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,12,0,21,0,26,0,32,0,1,0,1,0,1,0,1,
IIC2613,Inteligencia Artificial,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,
IIC2713,Sistemas de Información,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,80,90,115,171,191,206,180,190,2,1,2,2,3,3,2,2,
IIC3113,Gestión de Proyectos de Tecnologías de Información,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,34,27,41,51,45,28,50,61,1,1,1,1,1,1,1,1,
IIC3253,Criptografía y Seguridad Computacional,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,19,0,16,0,16,0,32,0,1,0,1,0,1,0,1,0,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IICXXXX,"Elegir 50 entre entre cualquier curso IIC nivel 2000 o nivel 3000 con excepción de: IIC3000, IIC2972, IIC2981, IIC298X, IIC2993",#N/A,2,CRR2013,40007,Ingeniero Civil de Computación,No aplica,0,0,Vs.01,0,No aplica,Optativo Especialidad,Elegir 50 entre Lista 2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
